trip_uuid,Line_Id,source_center,destination_center
trip-153673964393753095,1,IND201307AAA,IND201301AAL
trip-153673974549546810,1,IND000000AEM,IND110037AAB
trip-153673978559739191,1,IND421302AAG,IND401104AAA
trip-153673983898975120,1,IND781018AAB,IND781354AAA
trip-153673983898975120,2,IND781354AAA,IND781335AAA
trip-153673983898975120,3,IND783370AAB,IND783301AAA
trip-153673983898975120,4,IND783301AAA,IND783348AAA
trip-153673983898975120,5,IND783348AAA,IND783129AAA
trip-153673983898975120,6,IND794101AAA,IND781018AAB
trip-153674022097541190,1,IND400072AAB,IND421302AAG
trip-153674092354156767,1,IND600056AAB,IND632006AAA
trip-153674092354156767,2,IND632006AAA,IND600056AAB
trip-153674104258452132,1,IND600056AAB,IND605010AAB
trip-153674104258452132,2,IND605010AAB,IND600056AAB
trip-153674116832728404,1,IND121004AAB,IND000000ACB
trip-153674124739138582,1,IND302014AAA,IND305001AAC
trip-153674124739138582,2,IND305001AAC,IND306401AAB
trip-153674124739138582,3,IND306401AAB,IND342005AAD
trip-153674124739138582,4,IND342005AAD,IND342902AAA
trip-153674214391593208,1,IND560058AAB,IND560099AAB
trip-153674228377135882,1,IND131028AAB,IND000000ACB
trip-153674243442503441,1,IND501359AAE,IND518002AAA
trip-153674243442503441,2,IND518002AAA,IND562132AAA
trip-153674293200860130,1,IND131028AAB,IND244235AAA
trip-153674293200860130,2,IND244235AAA,IND244901AAB
trip-153674293200860130,3,IND244901AAB,IND244221AAA
trip-153674293200860130,4,IND244221AAA,IND131028AAB
trip-153674299106714230,1,IND131021AAA,IND131028AAA
trip-153674333510672860,1,IND411036AAA,IND411033AAA
trip-153674430901872100,1,IND562132AAA,IND560300AAA
trip-153674432246383524,1,IND411014AAA,IND411033AAA
trip-153674438447002130,1,IND560078AAC,IND562132AAA
trip-153674450893399682,1,IND500010AAB,IND501359AAE
trip-153674451374310332,1,IND562132AAA,IND560083AAB
trip-153674451943468946,1,IND712311AAA,IND700088AAA
trip-153674465035701477,1,IND562132AAA,IND560058AAD
trip-153674470738183472,1,IND000000ACB,IND328001AAA
trip-153674470738183472,2,IND328001AAA,IND474003AAA
trip-153674470738183472,3,IND474003AAA,IND475661AAB
trip-153674470738183472,4,IND284001AAA,IND284403AAA
trip-153674533387562326,1,IND000000ACT,IND131028AAB
trip-153674541945157100,1,IND610001AAA,IND614715AAA
trip-153674541945157100,2,IND614715AAA,IND614809AAA
trip-153674541945157100,3,IND614809AAA,IND610001AAA
trip-153674565728050217,1,IND834002AAB,IND826004AAA
trip-153674578163234417,1,IND562132AAA,IND560099AAB
trip-153674584362827302,1,IND473226AAA,IND473001AAA
trip-153674584362827302,2,IND473001AAA,IND473331AAA
trip-153674584362827302,3,IND473331AAA,IND473226AAA
trip-153674600842404064,1,IND425508AAB,IND450331AAA
trip-153674610800506386,1,IND560043AAC,IND560099AAB
trip-153674628212355302,1,IND121001AAA,IND121004AAB
trip-153674630780857565,1,IND560058AAD,IND562132AAA
trip-153674659356166521,1,IND562132AAA,IND573201AAB
trip-153674659356166521,2,IND573201AAB,IND575004AAB
trip-153674659846811233,1,IND000000ACT,IND000000ACB
trip-153674668820131930,1,IND000000AEL,IND000000ACB
trip-153674682712957523,1,IND560099AAB,IND560300AAA
trip-153674743034854688,1,IND792121AAB,IND786181AAC
trip-153674835902479284,1,IND000000ACB,IND421302AAG
trip-153674857936204442,1,IND246444AAB,IND246424AAA
trip-153674857936204442,2,IND246424AAA,IND246174AAA
trip-153674871092452865,1,IND306401AAB,IND305001AAC
trip-153674878263631265,1,IND421302AAG,IND000000ACB
trip-153674930716407879,1,IND600044AAE,IND600056AAB
trip-153674944412617050,1,IND560300AAA,IND562132AAA
trip-153674961066334376,1,IND503111AAC,IND501359AAE
trip-153674972565294950,1,IND560043AAC,IND560064AAA
trip-153675030000509791,1,IND781018AAB,IND784001AAA
trip-153675030000509791,2,IND784001AAA,IND784168AAB
trip-153675030000509791,3,IND784168AAB,IND791111AAC
trip-153675030000509791,4,IND787057AAA,IND787059AAB
trip-153675030000509791,5,IND787059AAB,IND791102AAA
trip-153675052928118299,1,IND560002AAA,IND562132AAA
trip-153675065204089215,1,IND221303AAA,IND231001AAA
trip-153675068422989747,1,IND221010AAB,IND233001AAA
trip-153675073153410184,1,IND636705AAB,IND562132AAA
trip-153675074365199847,1,IND580028AAA,IND580002AAA
trip-153675074365199847,2,IND591102AAA,IND591307AAC
trip-153675074365199847,3,IND591307AAC,IND580028AAA
trip-153675101597728636,1,IND421302AAG,IND400102AAC
trip-153675104692374277,1,IND580028AAA,IND591123AAC
trip-153675104692374277,2,IND591123AAC,IND587103AAB
trip-153675104692374277,3,IND587103AAB,IND582209AAA
trip-153675104692374277,4,IND582209AAA,IND582101AAB
trip-153675104692374277,5,IND582101AAB,IND580028AAA
trip-153675114062422523,1,IND231208AAA,IND231217AAA
trip-153675114062422523,2,IND231217AAA,IND231225AAB
trip-153675114062422523,3,IND231225AAB,IND486886AAA
trip-153675114062422523,4,IND486886AAA,IND486889AAA
trip-153675114062422523,5,IND486889AAA,IND231216AAA
trip-153675118680332107,1,IND110037AAM,IND209304AAA
trip-153675170461012211,1,IND132103AAB,IND131028AAB
trip-153675170461012211,2,IND131028AAB,IND132103AAA
trip-153675270372372706,1,IND121002AAB,IND000000ACB
trip-153675275300648311,1,IND400072AAD,IND421302AAG
trip-153675277150289730,1,IND821115AAB,IND000000ACB
trip-153675294391786238,1,IND751002AAB,IND760003AAB
trip-153675294391786238,2,IND754022AAA,IND751002AAB
trip-153675299562329635,1,IND577002AAA,IND581115AAC
trip-153675299562329635,2,IND581115AAC,IND581110AAE
trip-153675307564619941,1,IND421302AAG,IND400072AAB
trip-153675393727480957,1,IND160102AAC,IND160002AAC
trip-153675413059479338,1,IND400072AAB,IND421302AAG
trip-153675419509402357,1,IND560300AAA,IND560099AAB
trip-153675486507466472,1,IND110037AAM,IND202001AAB
trip-153675486507466472,2,IND281121AAB,IND110037AAM
trip-153675555607564723,1,IND501359AAE,IND585104AAA
trip-153675559642519803,1,IND000000ACB,IND301001AAB
trip-153675585876910425,1,IND421302AAG,IND501359AAE
trip-153675621407277021,1,IND132103AAA,IND131028AAB
trip-153675656562660066,1,IND000000ACB,IND122001AAA
trip-153675719055836184,1,IND312001AAA,IND311001AAA
trip-153675719055836184,2,IND313324AAA,IND313001AAB
trip-153675721035390062,1,IND382430AAB,IND370201AAA
trip-153675740409154778,1,IND562132AAA,IND751002AAB
trip-153675740409154778,2,IND751002AAB,IND712311AAA
trip-153675767346410936,1,IND500080AAB,IND501359AAE
trip-153675813938195151,1,IND501359AAE,IND413002AAA
trip-153675813938195151,2,IND413002AAA,IND421302AAG
trip-153675842919029600,1,IND000000ACT,IND131028AAB
trip-153675844457343253,1,IND312605AAB,IND313001AAB
trip-153675870947476378,1,IND000000ACB,IND201301AAM
trip-153675905019983481,1,IND110044AAB,IND131028AAB
trip-153675915097806555,1,IND580028AAA,IND590016AAA
trip-153675959648314302,1,IND000000ABG,IND501359AAF
trip-153675977469699059,1,IND700136AAG,IND712310AAA
trip-153676020765952709,1,IND562132AAA,IND560300AAA
trip-153676033839698871,1,IND000000AAL,IND411033AAA
trip-153676047728345648,1,IND000000ACB,IND131028AAB
trip-153676079707731792,1,IND000000ACA,IND160002AAC
trip-153676083428673231,1,IND600032AAB,IND600076AAB
trip-153676083428673231,2,IND600076AAB,IND600032AAB
trip-153676093831317129,1,IND395023AAA,IND110037AAM
trip-153676110479625615,1,IND560099AAB,IND562132AAA
trip-153676126992390519,1,IND160002AAC,IND142001AAB
trip-153676126992390519,2,IND142001AAB,IND152026AAA
trip-153676126992390519,3,IND152026AAA,IND000000ACA
trip-153676126992390519,4,IND000000ACA,IND160002AAC
trip-153676162213250334,1,IND000000ACK,IND501359AAF
trip-153676184847965228,1,IND000000ACT,IND131028AAB
trip-153676187342450690,1,IND000000ACB,IND712311AAA
trip-153676193557844895,1,IND751002AAB,IND754103AAA
trip-153676193557844895,2,IND754103AAA,IND754142AAA
trip-153676193557844895,3,IND754142AAA,IND754211AAA
trip-153676197247043814,1,IND811399AAA,IND110044AAB
trip-153676198902045336,1,IND562132AAA,IND573201AAB
trip-153676198902045336,2,IND573201AAB,IND575004AAB
trip-153676198902045336,3,IND575004AAB,IND562132AAA
trip-153676280902572366,1,IND000000ACB,IND110043AAC
trip-153676283275603143,1,IND421302AAG,IND411033AAA
trip-153676308190495310,1,IND411033AAA,IND413002AAA
trip-153676308190495310,2,IND413002AAA,IND413501AAA
trip-153676308190495310,3,IND413501AAA,IND413401AAA
trip-153676308190495310,4,IND413401AAA,IND411033AAA
trip-153676308640655880,1,IND522647AAA,IND523201AAA
trip-153676317189218665,1,IND523002AAA,IND523230AAA
trip-153676317189218665,2,IND523230AAA,IND523105AAA
trip-153676317189218665,3,IND524201AAA,IND523002AAA
trip-153676395481405780,1,IND562132AAA,IND560043AAC
trip-153676401840140692,1,IND302014AAA,IND301001AAB
trip-153676401840140692,2,IND303002AAA,IND302014AAA
trip-153676402864153839,1,IND000000ACB,IND110024AAA
trip-153676430840906553,1,IND160002AAC,IND110037AAM
trip-153676433513011320,1,IND000000ACB,IND201007AAA
trip-153676445308154574,1,IND600056AAB,IND560099AAB
trip-153676445308154574,2,IND560099AAB,IND562132AAA
trip-153676461039254598,1,IND421302AAG,IND395023AAA
trip-153676489219080861,1,IND000000ACB,IND201301AAF
trip-153676493099699243,1,IND000000ACB,IND110092AAC
trip-153676494180176787,1,IND421302AAG,IND400102AAC
trip-153676513828406777,1,IND560099AAB,IND560300AAA
trip-153676534687035658,1,IND000000ACB,IND110085AAB
trip-153676536164565003,1,IND400011AAA,IND400072AAD
trip-153676538155260807,1,IND131028AAB,IND000000ACB
trip-153676548231215741,1,IND000000ACB,IND110030AAD
trip-153676548851084091,1,IND000000ACA,IND152026AAA
trip-153676548851084091,2,IND152026AAA,IND151001AAA
trip-153676599124929710,1,IND834002AAB,IND827013AAA
trip-153676613972604302,1,IND000000ACK,IND501359AAF
trip-153676637557074618,1,IND000000ACB,IND562132AAA
trip-153676646084562342,1,IND580028AAA,IND581402AAA
trip-153676646084562342,2,IND581402AAA,IND577401AAA
trip-153676646084562342,3,IND577401AAA,IND562132AAA
trip-153676646927142016,1,IND400705AAA,IND421302AAH
trip-153676650439073518,1,IND411033AAA,IND421302AAG
trip-153676655202590470,1,IND421302AAG,IND401104AAA
trip-153676688865160068,1,IND600008AAA,IND600044AAC
trip-153676703486476302,1,IND712311AAA,IND000000ACB
trip-153676706765377609,1,IND122004AAA,IND122413AAE
trip-153676713437704377,1,IND395023AAA,IND394221AAA
trip-153676714973280295,1,IND144001AAC,IND160002AAC
trip-153676740189141840,1,IND400072AAB,IND421302AAG
trip-153676745646676788,1,IND131028AAB,IND251001AAA
trip-153676745646676788,2,IND251001AAA,IND247554AAA
trip-153676745646676788,3,IND247554AAA,IND248001AAA
trip-153676745646676788,4,IND248001AAA,IND131028AAB
trip-153676768634292184,1,IND560300AAA,IND562132AAA
trip-153676797641565023,1,IND000000ACB,IND121002AAB
trip-153676818435263785,1,IND700065AAB,IND712310AAA
trip-153676836653561497,1,IND700136AAG,IND712310AAA
trip-153676889612507982,1,IND110044AAB,IND000000ACB
trip-153676896035125817,1,IND485001AAC,IND471001AAA
trip-153676896035125817,2,IND472001AAA,IND485001AAC
trip-153676903199554731,1,IND560099AAB,IND560043AAC
trip-153676911004718471,1,IND400011AAA,IND400072AAD
trip-153676931495465546,1,IND201007AAB,IND201007AAA
trip-153676947460496470,1,IND110037AAM,IND121004AAB
trip-153676963602718837,1,IND560099AAB,IND562132AAA
trip-153676984671427164,1,IND632006AAA,IND562132AAA
trip-153676991493451223,1,IND560083AAB,IND562132AAA
trip-153677004511394901,1,IND841424AAA,IND841226AAB
trip-153677015300687587,1,IND000000ACA,IND144001AAB
trip-153677042406647718,1,IND804420AAA,IND803101AAA
trip-153677042406647718,2,IND803101AAA,IND805110AAD
trip-153677042406647718,3,IND805110AAD,IND803116AAA
trip-153677042406647718,4,IND803116AAA,IND803108AAB
trip-153677049796846904,1,IND000000ACT,IND000000ACB
trip-153677056637168609,1,IND683511AAA,IND68004AAA
trip-153677056637168609,2,IND68004AAA,IND678683AAA
trip-153677056637168609,3,IND678683AAA,IND000000ABD
trip-153677056637168609,4,IND000000ABD,IND562132AAA
trip-153677086662849007,1,IND600016AAB,IND600044AAC
trip-153677094675899836,1,IND131021AAA,IND131028AAA
trip-153677101487807548,1,IND000000ACB,IND110064AAA
trip-153677105057630147,1,IND501359AAE,IND500010AAA
trip-153677105766637692,1,IND201007AAB,IND110044AAB
trip-153677112995892638,1,IND501359AAE,IND500010AAB
trip-153677118059072703,1,IND562132AAA,IND570020AAA
trip-153677118059072703,2,IND571438AAB,IND571401AAA
trip-153677118059072703,3,IND571401AAA,IND562160AAB
trip-153677118059072703,4,IND562159AAA,IND562117AAA
trip-153677118059072703,5,IND562117AAA,IND562132AAA
trip-153677126908613554,1,IND131028AAB,IND247667AAB
trip-153677126908613554,2,IND247667AAA,IND249407AAA
trip-153677126908613554,3,IND249407AAA,IND249201AAA
trip-153677126908613554,4,IND249201AAA,IND249407AAA
trip-153677126908613554,5,IND249407AAA,IND131028AAB
trip-153677149011865516,1,IND501359AAE,IND500008AAC
trip-153677149130204202,1,IND000000ACB,IND000000AEL
trip-153677149140068571,1,IND600016AAB,IND600044AAC
trip-153677160129850735,1,IND400011AAA,IND400072AAD
trip-153677178234620807,1,IND400072AAB,IND401104AAA
trip-153677216270779828,1,IND575004AAB,IND671323AAD
trip-153677217385262510,1,IND400072AAB,IND400015AAA
trip-153677221094429644,1,IND431136AAC,IND411033AAA
trip-153677233078137552,1,IND575004AAB,IND575014AAA
trip-153677233078137552,2,IND575014AAA,IND403726AAA
trip-153677238573990094,1,IND110044AAB,IND000000ACB
trip-153677245640421237,1,IND382430AAB,IND395023AAA
trip-153677268385327095,1,IND834002AAB,IND832109AAB
trip-153677273679067708,1,IND382430AAB,IND388320AAA
trip-153677273679067708,2,IND388320AAA,IND390022AAA
trip-153677273679067708,3,IND390022AAA,IND395023AAA
trip-153677278234325183,1,IND400072AAD,IND421302AAG
trip-153677285384888515,1,IND400016AAB,IND400072AAD
trip-153677290536871258,1,IND400072AAB,IND000000AFT
trip-153677306898599652,1,IND811399AAA,IND110044AAB
trip-153677349792902334,1,IND803213AAA,IND811105AAA
trip-153677349792902334,2,IND811105AAA,IND803212AAB
trip-153677361949807709,1,IND712311AAA,IND700026AAC
trip-153677370180830463,1,IND401209AAB,IND421302AAH
trip-153677371396961699,1,IND000000ACB,IND501359AAE
trip-153677374402895411,1,IND560058AAD,IND562132AAA
trip-153677379573413743,1,IND401209AAB,IND421302AAH
trip-153677381759772920,1,IND382430AAB,IND389001AAA
trip-153677381759772920,2,IND389001AAA,IND389151AAA
trip-153677396067330881,1,IND000000ADV,IND600044AAC
trip-153677404500221308,1,IND201301AAM,IND000000ACB
trip-153677406123639050,1,IND000000ACB,IND110037AAK
trip-153677410355788616,1,IND000000ACB,IND302022AAD
trip-153677425621303790,1,IND641062AAD,IND641607AAA
trip-153677428952011396,1,IND110044AAB,IND201007AAA
trip-153677433306405127,1,IND000000ACB,IND160002AAC
trip-153677439480087696,1,IND756100AAC,IND758001AAA
trip-153677439480087696,2,IND758001AAA,IND758035AAA
trip-153677439480087696,3,IND758034AAA,IND757037AAA
trip-153677439480087696,4,IND757037AAA,IND756100AAC
trip-153677458987859663,1,IND000000ACT,IND131028AAB
trip-153677462088371743,1,IND160002AAC,IND160102AAC
trip-153677467042125962,1,IND000000ACB,IND131028AAB
trip-153677486203381361,1,IND110044AAB,IND110030AAD
trip-153677495458100709,1,IND301019AAA,IND301705AAA
trip-153677495458100709,2,IND123001AAA,IND123401AAB
trip-153677495458100709,3,IND123401AAB,IND123106AAB
trip-153677537874828423,1,IND600056AAB,IND605601AAA
trip-153677565802811555,1,IND125005AAA,IND335513AAA
trip-153677565802811555,2,IND335513AAA,IND335001AAA
trip-153677565802811555,3,IND335001AAA,IND125104AAA
trip-153677568535408023,1,IND801103AAA,IND802301AAA
trip-153677568535408023,2,IND802301AAA,IND804401AAA
trip-153677575440515136,1,IND000000ACB,IND124103AAA
trip-153677575440515136,2,IND124103AAA,IND127021AAA
trip-153677588533446067,1,IND788026AAC,IND788121AAA
trip-153677588533446067,2,IND788121AAA,IND796081AAA
trip-153677619174224537,1,IND110044AAB,IND000000ACB
trip-153677650448874624,1,IND712311AAA,IND713103AAA
trip-153677650448874624,2,IND713103AAA,IND713205AAB
trip-153677650448874624,3,IND713205AAB,IND713303AAA
trip-153677650448874624,4,IND713303AAA,IND713364AAB
trip-153677650448874624,5,IND713364AAB,IND712311AAA
trip-153677670781332048,1,IND712311AAA,IND721306AAA
trip-153677670781332048,2,IND721306AAA,IND721102AAA
trip-153677670781332048,3,IND721102AAA,IND712311AAA
trip-153677690691147138,1,IND400102AAB,IND421302AAG
trip-153677695511078898,1,IND122004AAA,IND122413AAE
trip-153677700634126859,1,IND400011AAA,IND400072AAB
trip-153677702743325657,1,IND431136AAC,IND431203AAA
trip-153677702743325657,2,IND431203AAA,IND431112AAB
trip-153677702743325657,3,IND431112AAB,IND431136AAC
trip-153677775486877649,1,IND400011AAA,IND400072AAD
trip-153677807324842524,1,IND600056AAB,IND524003AAA
trip-153677807324842524,2,IND524003AAA,IND501359AAE
trip-153677807734927407,1,IND000000ACN,IND501359AAF
trip-153677813402605583,1,IND110037AAM,IND110035AAC
trip-153677813402605583,2,IND110035AAC,IND110037AAM
trip-153677815714527966,1,IND431136AAC,IND431001AAA
trip-153677815714527966,2,IND431001AAB,IND431136AAC
trip-153677826138891143,1,IND713130AAA,IND741123AAB
trip-153677826138891143,2,IND741123AAB,IND741126AAB
trip-153677826138891143,3,IND741126AAB,IND741156AAA
trip-153677826138891143,4,IND741156AAA,IND742101AAC
trip-153677828137021943,1,IND600032AAB,IND600056AAB
trip-153677831415758535,1,IND110037AAK,IND000000ACB
trip-153677850685229009,1,IND421302AAG,IND411033AAA
trip-153677859428060873,1,IND000000ACT,IND000000ACB
trip-153677864342965699,1,IND110064AAA,IND000000ACB
trip-153677876987812357,1,IND673573AAA,IND673592AAA
trip-153677876987812357,2,IND673592AAA,IND562132AAA
trip-153677878258956685,1,IND121004AAB,IND110037AAM
trip-153677882741378033,1,IND000000ACB,IND201301AAM
trip-153677897858892262,1,IND125005AAA,IND335524AAA
trip-153677897865104337,1,IND421302AAG,IND400072AAB
trip-153677899967278710,1,IND131028AAB,IND136118AAA
trip-153677899967278710,2,IND136118AAA,IND136128AAA
trip-153677899967278710,3,IND136128AAA,IND136027AAA
trip-153677899967278710,4,IND136027AAA,IND132039AAA
trip-153677899967278710,5,IND126112AAA,IND131028AAB
trip-153677907675788361,1,IND000000AFT,IND400072AAB
trip-153677909187187643,1,IND501359AAE,IND411033AAA
trip-153677909187187643,2,IND411033AAA,IND421302AAG
trip-153677909453185865,1,IND600056AAB,IND600076AAB
trip-153677913714575972,1,IND600056AAB,IND600008AAC
trip-153677913714575972,2,IND600008AAC,IND600056AAB
trip-153677926409608703,1,IND382430AAB,IND313001AAB
trip-153677926409608703,2,IND313001AAB,IND306401AAB
trip-153677926409608703,3,IND306401AAB,IND302014AAA
trip-153677929140244352,1,IND401104AAA,IND421302AAG
trip-153677936599367940,1,IND160002AAC,IND000000ACB
trip-153677936599367940,2,IND000000ACB,IND562132AAA
trip-153677937630401638,1,IND000000ACB,IND110030AAD
trip-153677958263000196,1,IND521225AAB,IND521201AAA
trip-153677958263000196,2,IND534001AAA,IND521333AAA
trip-153677958263000196,3,IND521333AAA,IND521225AAB
trip-153677960987854558,1,IND521225AAB,IND521301AAA
trip-153677960987854558,2,IND521301AAA,IND521001AAA
trip-153677960987854558,3,IND521001AAA,IND521225AAB
trip-153677961650524846,1,IND788026AAC,IND781018AAB
trip-153677962405746793,1,IND000000ACB,IND110064AAA
trip-153677963616887641,1,IND000000ACT,IND000000ACB
trip-153677963616887641,2,IND000000ACB,IND390022AAA
trip-153677963616887641,3,IND390022AAA,IND395023AAA
trip-153677977460966025,1,IND742101AAC,IND742303AAB
trip-153677977460966025,2,IND742303AAB,IND741165AAB
trip-153677977460966025,3,IND741165AAB,IND742121AAB
trip-153677977460966025,4,IND742121AAB,IND742101AAC
trip-153677980129051821,1,IND000000ACT,IND000000ACB
trip-153677980129051821,2,IND000000ACB,IND411033AAA
