trip_uuid,Line_Id,source_center,destination_center
trip-153737617692667400,1,IND201007AAB,IND201301AAF
trip-153737618931058910,1,IND576201AAA,IND581320AAA
trip-153737618931058910,2,IND581343AAC,IND581314AAA
trip-153737618931058910,3,IND581314AAA,IND403726AAA
trip-153737625671450912,1,IND400016AAB,IND400072AAD
trip-153737626805781082,1,IND712311AAA,IND721306AAA
trip-153737626805781082,2,IND721102AAA,IND712311AAA
trip-153737649389787211,1,IND000000ACB,IND131028AAB
trip-153737662559068507,1,IND712311AAA,IND700065AAA
trip-153737676240009657,1,IND574104AAA,IND574216AAA
trip-153737679460522238,1,IND515004AAA,IND515671AAA
trip-153737679460522238,2,IND515671AAA,IND515591AAA
trip-153737679460522238,3,IND515591AAA,IND516269AAA
trip-153737679460522238,4,IND516269AAA,IND516390AAA
trip-153737679460522238,5,IND516390AAA,IND515004AAA
trip-153737691165885980,1,IND803213AAA,IND803212AAB
trip-153737707333938654,1,IND683511AAA,IND68004AAA
trip-153737707333938654,2,IND68004AAA,IND678683AAA
trip-153737707333938654,3,IND678683AAA,IND000000ABD
trip-153737707333938654,4,IND000000ABD,IND562132AAA
trip-153737719707351903,1,IND401104AAB,IND421302AAG
trip-153737726054323204,1,IND683511AAA,IND680104AAA
trip-153737726054323204,2,IND680104AAA,IND679576AAA
trip-153737763249080236,1,IND382430AAB,IND388320AAA
trip-153737782905737254,1,IND400072AAB,IND401104AAA
trip-153737805930083518,1,IND400072AAB,IND000000AFT
trip-153737819969505360,1,IND600056AAB,IND600032AAB
trip-153737822126516690,1,IND712311AAA,IND700026AAC
trip-153737835800767080,1,IND122004AAA,IND122413AAE
trip-153737836687163780,1,IND131028AAB,IND000000ACB
trip-153737848729061735,1,IND160002AAC,IND160102AAC
trip-153737849423647372,1,IND632006AAA,IND632301AAA
trip-153737849423647372,2,IND632301AAA,IND606803AAA
trip-153737849423647372,3,IND606803AAA,IND606801AAB
trip-153737849423647372,4,IND606801AAB,IND632006AAA
trip-153737849650943585,1,IND562132AAA,IND751002AAB
trip-153737849650943585,2,IND751002AAB,IND712311AAA
trip-153737864343819956,1,IND401209AAB,IND421302AAH
trip-153737869111762601,1,IND673573AAA,IND673592AAA
trip-153737869111762601,2,IND673592AAA,IND562132AAA
trip-153737876278225058,1,IND416012AAA,IND415003AAA
trip-153737876278225058,2,IND415003AAA,IND412803AAB
trip-153737876278225058,3,IND421802AAA,IND411033AAA
trip-153737876518516681,1,IND400072AAB,IND400015AAA
trip-153737889548487470,1,IND401209AAB,IND421302AAH
trip-153737895623344276,1,IND680712AAA,IND683511AAA
trip-153737903015205222,1,IND683511AAA,IND680012AAA
trip-153737903015205222,2,IND680012AAA,IND679303AAA
trip-153737903015205222,3,IND679303AAA,IND679531AAA
trip-153737903015205222,4,IND679531AAA,IND680587AAA
trip-153737903015205222,5,IND680587AAA,IND683511AAA
trip-153737916836355080,1,IND000000ACB,IND302022AAD
trip-153737918556599993,1,IND683511AAA,IND000000ABA
trip-153737918556599993,2,IND000000ABA,IND683565AAA
trip-153737918556599993,3,IND683565AAA,IND683511AAA
trip-153737937408548787,1,IND571401AAA,IND562160AAB
trip-153737937408548787,2,IND562159AAA,IND562117AAA
trip-153737937408548787,3,IND562117AAA,IND562132AAA
trip-153737943890933034,1,IND560078AAC,IND560099AAB
trip-153737961231392643,1,IND400072AAD,IND421302AAG
trip-153737964729744558,1,IND000000ACB,IND501359AAE
trip-153737968243428471,1,IND000000ACB,IND160002AAC
trip-153737996419614301,1,IND562132AAA,IND000000ACB
trip-153737998087573667,1,IND000000ACB,IND124103AAA
trip-153737998087573667,2,IND124141AAA,IND000000ACB
trip-153738017841528502,1,IND110044AAB,IND000000ACB
trip-153738022255855042,1,IND560048AAB,IND562132AAA
trip-153738030036304836,1,IND560099AAB,IND562132AAA
trip-153738042506056138,1,IND400011AAA,IND400072AAB
trip-153738046125722247,1,IND000000ACB,IND562132AAA
trip-153738051410638364,1,IND560043AAC,IND560099AAB
trip-153738066484456327,1,IND712311AAA,IND700053AAA
trip-153738069211093634,1,IND110044AAB,IND201007AAA
trip-153738084265075544,1,IND110044AAB,IND110030AAD
trip-153738105069227467,1,IND798601AAA,IND785001AAA
trip-153738110574360102,1,IND123001AAA,IND123401AAB
trip-153738110574360102,2,IND123401AAB,IND123106AAB
trip-153738133064299545,1,IND801103AAA,IND802301AAA
trip-153738159628580648,1,IND712311AAA,IND700028AAB
trip-153738170652873911,1,IND000000ACB,IND121004AAB
trip-153738171646655428,1,IND110037AAM,IND110035AAC
trip-153738181347562782,1,IND125001AAA,IND335523AAB
trip-153738193373425087,1,IND400072AAB,IND421302AAR
trip-153738207143264273,1,IND382430AAB,IND313001AAB
trip-153738207143264273,2,IND313001AAB,IND306401AAB
trip-153738207143264273,3,IND306401AAB,IND302014AAA
trip-153738215348469391,1,IND411033AAA,IND411014AAA
trip-153738215726493784,1,IND600056AAB,IND524003AAA
trip-153738215726493784,2,IND524003AAA,IND501359AAE
trip-153738218098136608,1,IND411033AAA,IND411021AAA
trip-153738227615094352,1,IND121004AAB,IND110037AAM
trip-153738241409528489,1,IND421302AAG,IND400015AAB
trip-153738251677066357,1,IND421302AAG,IND000000AFT
trip-153738304749958906,1,IND122001AAA,IND000000ACB
trip-153738315593990188,1,IND560099AAB,IND560300AAA
trip-153738322451077955,1,IND201301AAM,IND000000ACB
trip-153738328220822870,1,IND712311AAA,IND713205AAB
trip-153738328220822870,2,IND713205AAB,IND713303AAA
trip-153738339475350460,1,IND110052AAA,IND000000ACB
trip-153738349264702613,1,IND421302AAG,IND400072AAB
trip-153738351475558945,1,IND600056AAB,IND605601AAA
trip-153738351475558945,2,IND605601AAA,IND636102AAA
trip-153738358926673940,1,IND623701AAA,IND623503AAA
trip-153738358926673940,2,IND623503AAA,IND623526AAA
trip-153738358926673940,3,IND623526AAA,IND623704AAA
trip-153738358926673940,4,IND623704AAA,IND626607AAB
trip-153738358926673940,5,IND626607AAB,IND625008AAA
trip-153738369501985631,1,IND000000ACT,IND000000ACB
trip-153738369501985631,2,IND000000ACB,IND411033AAA
trip-153738373812220042,1,IND600056AAB,IND600008AAC
trip-153738374939977990,1,IND000000ACB,IND110095AAB
trip-153738385940644647,1,IND421302AAG,IND411033AAA
trip-153738405178236918,1,IND562132AAA,IND577598AAC
trip-153738405178236918,2,IND577598AAC,IND577501AAA
trip-153738423601131742,1,IND562132AAA,IND560083AAB
trip-153738427495667232,1,IND131028AAB,IND136118AAA
trip-153738427495667232,2,IND136118AAA,IND136128AAA
trip-153738427495667232,3,IND136128AAA,IND136027AAA
trip-153738427495667232,4,IND136027AAA,IND132039AAA
trip-153738427495667232,5,IND126112AAA,IND131028AAB
trip-153738448046133082,1,IND560058AAB,IND560099AAB
trip-153738449888754205,1,IND600056AAB,IND600116AAB
trip-153738451308700804,1,IND764001AAC,IND764059AAA
trip-153738451308700804,2,IND764071AAB,IND764073AAA
trip-153738470366080670,1,IND421302AAG,IND444005AAB
trip-153738474117911187,1,IND600056AAB,IND562132AAA
trip-153738474117911187,2,IND562132AAA,IND411033AAA
trip-153738474117911187,3,IND411033AAA,IND421302AAG
trip-153738474953081180,1,IND244901AAB,IND243002AAA
trip-153738474953081180,2,IND243001AAA,IND243503AAB
trip-153738474953081180,3,IND243503AAB,IND244901AAB
trip-153738482530900806,1,IND562132AAA,IND560099AAB
trip-153738485778655067,1,IND125001AAA,IND000000ACB
trip-153738503989199694,1,IND788026AAC,IND788151AAA
trip-153738503989199694,2,IND788151AAA,IND788713AAA
trip-153738503989199694,3,IND788713AAA,IND788806AAA
trip-153738530508881837,1,IND421302AAG,IND413002AAA
trip-153738530508881837,2,IND413002AAA,IND501359AAE
trip-153738544498255584,1,IND742101AAC,IND741123AAB
trip-153738544498255584,2,IND741123AAB,IND741126AAB
trip-153738544498255584,3,IND741126AAB,IND741156AAA
trip-153738544498255584,4,IND741156AAA,IND742101AAC
trip-153738553929686452,1,IND403726AAA,IND411033AAA
trip-153738556112779668,1,IND122004AAA,IND122413AAE
trip-153738557429892864,1,IND400102AAC,IND421302AAG
trip-153738560244963603,1,IND421302AAG,IND562132AAA
trip-153738579316876855,1,IND518422AAB,IND518102AAA
trip-153738579316876855,2,IND518102AAA,IND518002AAA
trip-153738588869025418,1,IND518002AAA,IND518501AAA
trip-153738588869025418,2,IND518501AAA,IND518124AAA
trip-153738588869025418,3,IND518206AAA,IND518222AAA
trip-153738588869025418,4,IND518222AAA,IND518002AAA
trip-153738590681388377,1,IND400015AAA,IND400072AAB
trip-153738597274784576,1,IND110037AAK,IND000000ACB
trip-153738602083898440,1,IND560300AAA,IND560099AAB
trip-153738602112678295,1,IND400072AAD,IND421302AAG
trip-153738602947300281,1,IND560300AAA,IND562132AAA
trip-153738603325365260,1,IND000000ACB,IND110064AAA
trip-153738610949125288,1,IND000000ACB,IND382430AAB
trip-153738615094809312,1,IND421302AAG,IND401104AAA
trip-153738631724480432,1,IND000000ACB,IND121002AAB
trip-153738648414063745,1,IND602001AAB,IND609001AAA
trip-153738648414063745,2,IND609001AAA,IND614018AAA
trip-153738648414063745,3,IND614018AAA,IND613104AAA
trip-153738653702894440,1,IND000000ACB,IND201301AAM
trip-153738654077382569,1,IND501359AAE,IND509001AAA
trip-153738654077382569,2,IND509001AAA,IND509203AAA
trip-153738654077382569,3,IND509203AAA,IND509301AAA
trip-153738654077382569,4,IND509301AAA,IND501359AAE
trip-153738656418059072,1,IND562132AAA,IND421302AAG
trip-153738662405872622,1,IND518002AAA,IND509124AAA
trip-153738662405872622,2,IND509124AAA,IND509103AAB
trip-153738678570611724,1,IND562132AAA,IND560300AAA
trip-153738682262223442,1,IND160002AAC,IND000000ACB
trip-153738682262223442,2,IND000000ACB,IND562132AAA
trip-153738705911621778,1,IND000000AEL,IND000000ACB
trip-153738708669236907,1,IND562132AAA,IND560066AAB
trip-153738715271361034,1,IND732138AAA,IND733124AAA
trip-153738739122499261,1,IND742101AAC,IND742303AAB
trip-153738739122499261,2,IND742303AAB,IND741165AAB
trip-153738739122499261,3,IND741165AAB,IND742121AAB
trip-153738739122499261,4,IND742121AAB,IND742121AAA
trip-153738739122499261,5,IND742121AAA,IND742101AAC
trip-153738741100769460,1,IND400072AAB,IND401104AAA
trip-153738759037978075,1,IND691001AAB,IND691506AAA
trip-153738759037978075,2,IND691506AAA,IND691305AAA
trip-153738759037978075,3,IND691551AAA,IND691001AAB
trip-153738767574590987,1,IND700088AAA,IND712311AAA
trip-153738769546367676,1,IND160002AAC,IND173212AAA
trip-153738769546367676,2,IND173212AAA,IND173220AAA
trip-153738769546367676,3,IND134102AAA,IND174103AAA
trip-153738769546367676,4,IND174101AAB,IND160002AAC
trip-153738778862106068,1,IND395023AAA,IND396191AAC
trip-153738778862106068,2,IND396191AAC,IND421302AAG
trip-153738785095639798,1,IND400072AAB,IND400015AAA
trip-153738792692686993,1,IND560099AAB,IND562132AAA
trip-153738793936245501,1,IND614602AAA,IND614804AAA
trip-153738793936245501,2,IND614804AAA,IND614616AAA
trip-153738793936245501,3,IND614616AAA,IND630002AAA
trip-153738800976929835,1,IND700065AAA,IND712311AAA
trip-153738803904045218,1,IND562132AAA,IND560099AAB
trip-153738803904045218,2,IND560099AAB,IND683511AAA
trip-153738816819283104,1,IND421302AAG,IND400015AAA
trip-153738832890413890,1,IND562132AAA,IND518002AAA
trip-153738832890413890,2,IND518002AAA,IND501359AAE
trip-153738837312342300,1,IND421302AAG,IND400102AAB
trip-153738847129763809,1,IND000000ACT,IND131028AAB
trip-153738850194906751,1,IND501359AAE,IND509358AAA
trip-153738850194906751,2,IND509358AAA,IND508248AAB
trip-153738850194906751,3,IND508248AAB,IND508377AAB
trip-153738850194906751,4,IND508377AAB,IND501359AAE
trip-153738861453372983,1,IND411036AAA,IND411033AAA
trip-153738866619250772,1,IND560300AAA,IND560002AAA
trip-153738867312022881,1,IND501359AAE,IND501141AAA
trip-153738867312022881,2,IND509216AAC,IND501359AAE
trip-153738869723119522,1,IND842001AAA,IND847212AAA
trip-153738869723119522,2,IND847212AAA,IND847226AAA
trip-153738869723119522,3,IND847226AAA,IND842001AAA
trip-153738870559133398,1,IND813102AAA,IND812002AAA
trip-153738870559133398,2,IND812002AAA,IND813203AAA
trip-153738874602153116,1,IND132103AAA,IND132001AAA
trip-153738874602153116,2,IND132001AAA,IND132103AAB
trip-153738874602153116,3,IND132103AAB,IND131028AAB
trip-153738875673287262,1,IND560300AAA,IND560058AAB
trip-153738875673287262,2,IND560058AAB,IND560060AAB
trip-153738889579049016,1,IND600032AAB,IND600044AAD
trip-153738891646850175,1,IND621212AAA,IND621704AAA
trip-153738891646850175,2,IND621704AAA,IND621802AAA
trip-153738891646850175,3,IND621802AAA,IND608301AAA
trip-153738891646850175,4,IND608301AAA,IND639104AAB
trip-153738893169935208,1,IND263153AAB,IND263002AAA
trip-153738893169935208,2,IND263002AAA,IND263645AAA
trip-153738893169935208,3,IND263645AAA,IND263601AAA
trip-153738893169935208,4,IND263601AAA,IND262501AAA
trip-153738893169935208,5,IND262501AAA,IND263153AAB
trip-153738897714671996,1,IND421302AAG,IND400072AAA
trip-153738897714671996,2,IND400072AAA,IND421302AAG
trip-153738905919866312,1,IND421302AAG,IND401104AAA
trip-153738912433462420,1,IND160002AAC,IND000000ACB
trip-153738923058214048,1,IND160002AAC,IND131028AAB
trip-153738926186274418,1,IND305001AAC,IND342602AAC
trip-153738926186274418,2,IND311302AAA,IND305624AAA
trip-153738926186274418,3,IND305404AAA,IND305601AAC
trip-153738926186274418,4,IND305601AAC,IND305001AAC
trip-153738927214695446,1,IND125001AAA,IND125051AAA
trip-153738929131918858,1,IND284403AAA,IND474003AAA
trip-153738944081574599,1,IND842001AAA,IND843320AAA
trip-153738944081574599,2,IND843320AAA,IND847223AAA
trip-153738944287724190,1,IND415124AAA,IND415605AAA
trip-153738944287724190,2,IND415605AAA,IND415709AAA
trip-153738947703878137,1,IND000000ACA,IND160002AAC
trip-153738952122220126,1,IND742101AAC,IND731237AAB
trip-153738952122220126,2,IND742401AAA,IND742101AAC
trip-153738954042240750,1,IND501359AAE,IND500008AAC
trip-153738974248048009,1,IND562132AAA,IND000000ACS
trip-153738978367860044,1,IND501359AAE,IND501218AAC
trip-153738989293067308,1,IND625008AAA,IND626123AAA
trip-153738989293067308,2,IND626123AAA,IND627756AAA
trip-153738989293067308,3,IND627756AAA,IND626117AAA
trip-153738989293067308,4,IND626117AAA,IND626138AAA
trip-153738989293067308,5,IND626138AAA,IND625008AAA
trip-153738994277896127,1,IND493118AAC,IND495334AAB
trip-153738994277896127,2,IND495334AAB,IND491995AAB
trip-153738996527062534,1,IND131028AAB,IND000000ACB
trip-153738997632640343,1,IND411033AAA,IND400072AAB
trip-153739001147556511,1,IND305001AAC,IND305802AAA
trip-153739001147556511,2,IND341510AAB,IND305001AAC
trip-153739008239354100,1,IND421302AAG,IND400102AAC
trip-153739010517256324,1,IND160002AAC,IND174001AAA
trip-153739010517256324,2,IND175001AAA,IND175101AAA
trip-153739019721352077,1,IND560300AAA,IND560043AAC
trip-153739020545466097,1,IND521225AAB,IND521201AAA
trip-153739020545466097,2,IND521105AAA,IND521333AAA
trip-153739020545466097,3,IND521333AAA,IND521225AAB
trip-153739023211019728,1,IND521225AAB,IND521001AAA
trip-153739023211019728,2,IND521001AAA,IND521225AAB
trip-153739025500340474,1,IND560099AAB,IND560300AAA
trip-153739029075458181,1,IND842001AAA,IND846004AAA
trip-153739029075458181,2,IND846004AAA,IND847103AAA
trip-153739029075458181,3,IND847103AAA,IND847404AAB
trip-153739029075458181,4,IND847404AAB,IND842001AAA
trip-153739031766070830,1,IND560300AAA,IND560048AAB
trip-153739032849286429,1,IND520011AAA,IND521185AAA
trip-153739032849286429,2,IND521185AAA,IND521225AAB
trip-153739035183007451,1,IND742149AAA,IND742225AAA
trip-153739035183007451,2,IND742225AAA,IND742223AAA
trip-153739035183007451,3,IND742223AAA,IND742226AAA
trip-153739035183007451,4,IND742226AAA,IND742101AAC
trip-153739037739101021,1,IND110037AAM,IND121004AAB
trip-153739044043093096,1,IND000000ACB,IND122001AAA
trip-153739046605581103,1,IND133004AAA,IND135001AAA
trip-153739046605581103,2,IND135001AAA,IND173025AAA
trip-153739052197619507,1,IND160002AAC,IND147001AAB
trip-153739052197619507,2,IND147001AAB,IND147201AAA
trip-153739052197619507,3,IND147201AAA,IND148023AAA
trip-153739052197619507,4,IND148023AAA,IND148024AAB
trip-153739052197619507,5,IND148028AAA,IND147001AAB
trip-153739052197619507,6,IND147001AAD,IND160002AAC
trip-153739055741723842,1,IND121002AAB,IND000000ACB
trip-153739062100632377,1,IND695012AAA,IND691001AAB
trip-153739062100632377,2,IND691001AAB,IND683511AAA
trip-153739064601896639,1,IND515004AAA,IND515401AAB
trip-153739064601896639,2,IND515401AAB,IND515801AAA
trip-153739064601896639,3,IND515801AAA,IND515865AAB
trip-153739064601896639,4,IND515865AAB,IND515761AAA
trip-153739064601896639,5,IND515761AAA,IND515004AAA
trip-153739065339036065,1,IND573201AAB,IND573103AAA
trip-153739065339036065,2,IND573103AAA,IND577116AAA
trip-153739065339036065,3,IND577116AAA,IND577101AAA
trip-153739065339036065,4,IND577101AAA,IND577132AAD
trip-153739065339036065,5,IND577132AAD,IND573134AAB
trip-153739065339036065,6,IND573134AAB,IND573201AAB
trip-153739065549202696,1,IND673104AAA,IND673506AAA
trip-153739065549202696,2,IND673506AAA,IND670643AAA
trip-153739072569972913,1,IND712311AAA,IND751002AAB
trip-153739072569972913,2,IND751002AAB,IND530012AAA
trip-153739072569972913,3,IND530012AAA,IND501359AAE
trip-153739073910088779,1,IND573201AAB,IND573116AAA
trip-153739073910088779,2,IND573116AAA,IND571432AAB
trip-153739073910088779,3,IND571432AAB,IND571426AAA
trip-153739073910088779,4,IND571426AAA,IND571104AAA
trip-153739073910088779,5,IND571104AAA,IND577598AAB
trip-153739073910088779,6,IND573142AAA,IND573201AAB
trip-153739076499126114,1,IND591304AAA,IND586101AAA
trip-153739076499126114,2,IND586101AAA,IND416404AAA
trip-153739082739966500,1,IND854326AAB,IND852131AAA
trip-153739082739966500,2,IND852131AAA,IND852201AAA
trip-153739082739966500,3,IND852201AAA,IND852113AAA
trip-153739082739966500,4,IND852113AAA,IND852139AAB
trip-153739082739966500,5,IND852139AAB,IND854326AAB
trip-153739092491030156,1,IND854326AAB,IND854311AAA
trip-153739092491030156,2,IND854311AAA,IND854334AAA
trip-153739092491030156,3,IND854334AAA,IND852118AAA
trip-153739092491030156,4,IND854335AAA,IND852111AAA
trip-153739092491030156,5,IND852111AAA,IND854326AAB
trip-153739114131343607,1,IND625532AAA,IND625531AAA
trip-153739114131343607,2,IND625531AAA,IND625516AAA
trip-153739114131343607,3,IND625516AAA,IND685514AAA
trip-153739114131343607,4,IND685514AAA,IND625008AAA
trip-153739115953332034,1,IND416012AAA,IND415612AAA
trip-153739124736617666,1,IND400072AAB,IND421302AAR
trip-153739139137589548,1,IND421302AAG,IND411033AAA
trip-153739140655073450,1,IND454001AAA,IND457001AAA
trip-153739140655073450,2,IND457001AAA,IND457226AAA
trip-153739140655073450,3,IND457226AAA,IND382430AAB
trip-153739148863906819,1,IND788026AAC,IND781018AAB
trip-153739152876239352,1,IND110044AAB,IND000000ACB
trip-153739157735420657,1,IND854326AAB,IND854105AAB
trip-153739157735420657,2,IND853204AAA,IND851204AAA
trip-153739169938965731,1,IND110044AAB,IND131028AAB
trip-153739171072315491,1,IND411033AAA,IND421302AAG
trip-153739190548864893,1,IND000000ACB,IND110037AAK
trip-153739207049627928,1,IND815301AAA,IND814112AAA
trip-153739207049627928,2,IND814112AAA,IND814133AAB
trip-153739207049627928,3,IND814133AAB,IND816109AAA
trip-153739234552704074,1,IND431136AAC,IND431122AAA
trip-153739234552704074,2,IND431122AAA,IND431127AAA
trip-153739234552704074,3,IND431127AAA,IND414502AAA
trip-153739247232742997,1,IND444602AAA,IND444005AAB
trip-153739247232742997,2,IND444005AAB,IND421302AAG
trip-153739253588262601,1,IND205001AAB,IND209625AAA
trip-153739253588262601,2,IND209625AAA,IND241124AAB
trip-153739253588262601,3,IND241124AAB,IND242001AAA
trip-153739253588262601,4,IND242307AAB,IND242221AAA
trip-153739253588262601,5,IND242221AAA,IND207247AAB
trip-153739259718920642,1,IND641062AAD,IND643231AAA
trip-153739259718920642,2,IND643231AAA,IND643217AAA
trip-153739259718920642,3,IND643217AAA,IND643001AAA
trip-153739261702704885,1,IND560099AAB,IND560078AAC
trip-153739262475440621,1,IND641062AAD,IND642126AAA
trip-153739262475440621,2,IND642126AAA,IND642001AAA
trip-153739262475440621,3,IND642001AAA,IND641062AAD
trip-153739265620909085,1,IND560099AAB,IND560002AAA
trip-153739266005478705,1,IND641062AAD,IND638401AAA
trip-153739266005478705,2,IND638401AAA,IND638452AAA
trip-153739266005478705,3,IND638501AAB,IND641062AAD
trip-153739269632817547,1,IND641011AAA,IND641062AAD
trip-153739280880931387,1,IND263153AAB,IND244715AAA
trip-153739280880931387,2,IND244715AAA,IND244713AAA
trip-153739280880931387,3,IND244713AAA,IND263401AAA
trip-153739280880931387,4,IND263401AAA,IND263153AAB
trip-153739290195972752,1,IND815353AAA,IND826004AAA
trip-153739295304173166,1,IND273014AAB,IND274001AAA
trip-153739295304173166,2,IND274402AAA,IND274304AAB
trip-153739295304173166,3,IND274304AAB,IND274301AAB
trip-153739295304173166,4,IND274301AAB,IND273014AAB
trip-153739297544980495,1,IND431136AAC,IND411033AAA
trip-153739309366794748,1,IND679329AAA,IND673639AAA
trip-153739313988652463,1,IND842001AAA,IND845401AAA
trip-153739313988652463,2,IND845401AAA,IND845305AAA
trip-153739313988652463,3,IND845305AAA,IND842001AAA
trip-153739317514847921,1,IND560300AAA,IND560099AAB
trip-153739336245067310,1,IND382430AAB,IND389001AAA
trip-153739336245067310,2,IND389001AAA,IND389151AAA
trip-153739336245067310,3,IND389151AAA,IND457661AAA
trip-153739351144030798,1,IND815351AAA,IND814101AAB
trip-153739351144030798,2,IND814101AAB,IND816107AAA
trip-153739376639362830,1,IND802101AAA,IND802158AAB
trip-153739376639362830,2,IND802158AAB,IND821115AAB
trip-153739379963748981,1,IND201301AAM,IND000000ACB
trip-153739381046303326,1,IND530012AAA,IND532001AAB
trip-153739381046303326,2,IND532001AAB,IND530012AAA
trip-153739402577171964,1,IND560099AAB,IND560300AAA
trip-153739420786888360,1,IND533106AAA,IND534260AAC
trip-153739420786888360,2,IND533201AAA,IND533262AAA
trip-153739420786888360,3,IND533262AAA,IND533106AAA
trip-153739429949179845,1,IND423106AAA,IND423105AAA
trip-153739429949179845,2,IND423105AAA,IND423301AAB
trip-153739441181039320,1,IND421302AAG,IND382430AAB
trip-153739443910192320,1,IND824101AAA,IND821115AAB
trip-153739451066896362,1,IND533106AAA,IND533003AAA
trip-153739451066896362,2,IND533003AAA,IND533401AAA
trip-153739451066896362,3,IND533401AAA,IND533106AAA
trip-153739451270679868,1,IND577002AAA,IND581110AAE
trip-153739451270679868,2,IND581110AAE,IND581119AAB
trip-153739451270679868,3,IND581119AAB,IND577002AAA
trip-153739454399603402,1,IND600056AAB,IND501359AAE
trip-153739454399603402,2,IND501359AAE,IND462022AAA
trip-153739454399603402,3,IND462022AAA,IND000000ACB
trip-153739470752862780,1,IND842001AAA,IND843126AAA
trip-153739470752862780,2,IND843126AAA,IND842001AAA
trip-153739472643100231,1,IND562132AAA,IND560300AAA
trip-153739481923197473,1,IND560300AAB,IND563101AAB
trip-153739481923197473,2,IND563101AAB,IND563131AAA
trip-153739481923197473,3,IND563131AAA,IND563125AAB
trip-153739481923197473,4,IND563125AAB,IND560300AAB
trip-153739485071160271,1,IND421302AAG,IND410401AAA
trip-153739485071160271,2,IND410401AAA,IND421302AAG
trip-153739485176092374,1,IND431136AAC,IND431001AAA
trip-153739485176092374,2,IND431001AAB,IND431136AAC
trip-153739486456885752,1,IND600056AAB,IND600044AAE
trip-153739490046824550,1,IND788026AAC,IND781018AAB
trip-153739492878697753,1,IND000000ACB,IND712311AAA
trip-153739501062897527,1,IND000000ACB,IND209304AAA
trip-153739504616560728,1,IND263153AAB,IND263139AAA
trip-153739504616560728,2,IND263139AAA,IND263153AAB
trip-153739505291806519,1,IND712310AAE,IND711303AAA
trip-153739505291806519,2,IND711303AAA,IND721134AAB
trip-153739505291806519,3,IND721134AAB,IND721139AAC
trip-153739505291806519,4,IND721212AAA,IND712310AAE
trip-153739514503251261,1,IND712311AAA,IND700065AAA
trip-153739519057962988,1,IND712311AAA,IND700026AAC
trip-153739521831988461,1,IND302022AAD,IND000000ACB
trip-153739530361474633,1,IND273304AAA,IND273014AAB
trip-153739532361218054,1,IND842001AAA,IND848114AAA
trip-153739532361218054,2,IND848114AAA,IND848210AAA
trip-153739532361218054,3,IND848210AAA,IND851127AAA
trip-153739532361218054,4,IND851127AAA,IND842001AAA
trip-153739552170369506,1,IND131021AAA,IND131028AAA
trip-153739555518953118,1,IND000000ACA,IND144514AAA
trip-153739555518953118,2,IND144527AAA,IND141115AAA
trip-153739555518953118,3,IND141115AAA,IND000000ACA
trip-153739560314360978,1,IND000000ACA,IND142401AAA
trip-153739566514289712,1,IND400072AAD,IND421302AAG
trip-153739575445746900,1,IND695012AAA,IND695101AAB
trip-153739575445746900,2,IND695101AAB,IND691574AAA
trip-153739575445746900,3,IND691574AAA,IND695614AAA
trip-153739578320706128,1,IND141003AAB,IND142026AAA
trip-153739578320706128,2,IND142026AAA,IND141109AAA
trip-153739578320706128,3,IND141109AAA,IND000000ACA
trip-153739583963492328,1,IND842001AAA,IND848101AAA
trip-153739583963492328,2,IND848101AAA,IND844505AAB
trip-153739583963492328,3,IND844505AAB,IND842001AAA
trip-153739602851447154,1,IND411021AAA,IND411033AAA
trip-153739606419880011,1,IND562132AAA,IND416012AAA
trip-153739606419880011,2,IND416012AAA,IND395023AAA
trip-153739606419880011,3,IND395023AAA,IND382430AAB
trip-153739622764685099,1,IND160002AAC,IND174307AAA
trip-153739622764685099,2,IND174307AAA,IND176041AAA
trip-153739622764685099,3,IND177033AAA,IND160002AAC
trip-153739623821102437,1,IND110037AAK,IND000000ACB
trip-153739628397051405,1,IND620020AAA,IND621112AAA
trip-153739632610417618,1,IND743513AAA,IND743347AAA
trip-153739632610417618,2,IND743347AAA,IND700053AAA
trip-153739652449257776,1,IND560300AAB,IND563130AAA
trip-153739652449257776,2,IND563130AAA,IND563131AAB
trip-153739652449257776,3,IND563131AAB,IND563116AAA
trip-153739652449257776,4,IND563116AAA,IND563131AAB
trip-153739652449257776,5,IND563131AAB,IND560300AAB
trip-153739654267403787,1,IND627005AAA,IND629001AAA
trip-153739654267403787,2,IND629179AAA,IND627005AAA
trip-153739655063761962,1,IND501359AAE,IND411033AAA
trip-153739655063761962,2,IND411033AAA,IND421302AAG
trip-153739662104433163,1,IND000000ACB,IND131028AAB
trip-153739662107064298,1,IND121004AAB,IND000000ACB
trip-153739663848152563,1,IND585104AAA,IND585330AAE
trip-153739663848152563,2,IND585330AAE,IND585401AAA
trip-153739663848152563,3,IND585401AAA,IND502286AAB
trip-153739663848152563,4,IND502286AAB,IND502220AAC
trip-153739663848152563,5,IND502220AAC,IND501359AAE
trip-153739677280440454,1,IND781018AAB,IND110037AAM
trip-153739698585193426,1,IND562132AAA,IND560058AAD
trip-153739705199482125,1,IND686028AAB,IND689101AAA
trip-153739705199482125,2,IND690548AAA,IND688009AAA
trip-153739705199482125,3,IND688009AAA,IND686028AAB
trip-153739718392333999,1,IND382430AAB,IND395023AAA
trip-153739718392333999,2,IND395023AAA,IND562132AAA
trip-153739721148144061,1,IND361001AAA,IND361305AAC
trip-153739721148144061,2,IND361305AAC,IND361315AAA
